wrk debian/4.1.0-3build1 [epoll] Copyright (C) 2012 Will Glozer
Running 10m test @ http://172.18.0.4:32329
  16 threads and 16 connections
4000 1728912128803.051 1728912178935.77 50132.718994140625 50135.77001953125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
50 1728912178954.497 1728912179735.1587 780.66162109375 783.15869140625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
100 1728912179167.8853 1728912180534.3933 1366.508056640625 1369.393310546875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
1 1728912180619.8796 1728912180632.2727 12.39306640625 15.272705078125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
700 1728912172922.1145 1728912180832.4285 7910.31396484375 7913.428466796875 redis-benchmark-00001-deployment-847b675f9c-c424g
8000 1728912072554.5618 1728912181235.519 108680.95727539062 108683.51904296875 redis-benchmark-00001-deployment-847b675f9c-nclwh
40 1728912180875.153 1728912181240.7864 365.63330078125 368.786376953125 redis-benchmark-00001-deployment-847b675f9c-pj79f
3 1728912181311.699 1728912181334.4272 22.728271484375 25.42724609375 redis-benchmark-00001-deployment-847b675f9c-dch79
700 1728912173671.704 1728912181629.405 7957.700927734375 7960.405029296875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
3 1728912181678.7517 1728912181735.6094 56.857666015625 59.609375 redis-benchmark-00001-deployment-847b675f9c-82ttn
700 1728912175564.645 1728912183439.4585 7874.8134765625 7878.45849609375 redis-benchmark-00001-deployment-847b675f9c-842cx
200 1728912181368.0574 1728912183637.39 2269.33251953125 2272.389892578125 redis-benchmark-00001-deployment-847b675f9c-np498
1000 1728912173585.2368 1728912185037.7937 11452.556884765625 11455.793701171875 redis-benchmark-00001-deployment-847b675f9c-m2sv4
350 1728912181301.539 1728912185438.2715 4136.732421875 4139.271484375 redis-benchmark-00001-deployment-847b675f9c-nclwh
40 1728912185118.2832 1728912185443.2117 324.928466796875 328.211669921875 redis-benchmark-00001-deployment-847b675f9c-c424g
2 1728912185455.2266 1728912185534.048 78.821533203125 82.048095703125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
350 1728912180658.384 1728912185539.7356 4881.3515625 4889.735595703125 redis-benchmark-00001-deployment-847b675f9c-td22z
2 1728912185779.1392 1728912185833.075 53.935791015625 57.074951171875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
3 1728912185861.4438 1728912185935.069 73.625244140625 76.069091796875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
3 1728912185970.1143 1728912186128.311 158.19677734375 161.31103515625 redis-benchmark-00001-deployment-847b675f9c-n7x67
4000 1728912139426.4265 1728912187430.0422 48003.61572265625 48008.042236328125 redis-benchmark-00001-deployment-847b675f9c-82ttn
3 1728912187446.9277 1728912187536.742 89.814208984375 94.741943359375 redis-benchmark-00001-deployment-847b675f9c-q2q2t
2000 1728912166201.3362 1728912191337.1824 25135.84619140625 25141.182373046875 redis-benchmark-00001-deployment-847b675f9c-td22z
350 1728912187614.1453 1728912191539.8994 3925.754150390625 3928.8994140625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
3 1728912191574.455 1728912191730.0505 155.595458984375 158.050537109375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
700 1728912183729.2202 1728912192330.6995 8601.479248046875 8604.699462890625 redis-benchmark-00001-deployment-847b675f9c-chwrr
3 1728912192374.156 1728912192435.5127 61.356689453125 64.5126953125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
50 1728912192496.7244 1728912193032.1772 535.452880859375 539.17724609375 redis-benchmark-00001-deployment-847b675f9c-td22z
100 1728912191824.1853 1728912193043.5154 1219.330078125 1224.515380859375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
1 1728912193087.1199 1728912193132.1543 45.034423828125 48.154296875 redis-benchmark-00001-deployment-847b675f9c-nclwh
25 1728912193192.6895 1728912193433.8386 241.149169921875 243.838623046875 redis-benchmark-00001-deployment-847b675f9c-dch79
200 1728912191356.0312 1728912193643.067 2287.03564453125 2290.06689453125 redis-benchmark-00001-deployment-847b675f9c-c4l4g
50 1728912193449.3591 1728912193936.0305 486.67138671875 490.030517578125 redis-benchmark-00001-deployment-847b675f9c-np498
1000 1728912183515.1697 1728912195228.314 11713.144287109375 11715.31396484375 redis-benchmark-00001-deployment-847b675f9c-fb65p
2 1728912195251.7861 1728912195333.7056 81.91943359375 84.70556640625 redis-benchmark-00001-deployment-847b675f9c-fb65p
3 1728912195398.8604 1728912195435.0095 36.149169921875 39.009521484375 redis-benchmark-00001-deployment-847b675f9c-chwrr
50 1728912195452.987 1728912196028.149 575.161865234375 578.14892578125 redis-benchmark-00001-deployment-847b675f9c-c424g
250 1728912193654.8425 1728912196341.834 2686.991455078125 2689.833984375 redis-benchmark-00001-deployment-847b675f9c-82ttn
25 1728912196149.8352 1728912196438.743 288.90771484375 293.742919921875 redis-benchmark-00001-deployment-847b675f9c-f5z6v
250 1728912193948.009 1728912196933.401 2985.391845703125 2988.40087890625 redis-benchmark-00001-deployment-847b675f9c-fqbkm
4000 1728912147969.4226 1728912197536.2004 49566.77783203125 49570.200439453125 redis-benchmark-00001-deployment-847b675f9c-td22z
500 1728912193048.3542 1728912198629.3574 5581.003173828125 5583.357421875 redis-benchmark-00001-deployment-847b675f9c-pj79f
150 1728912197170.266 1728912198740.5605 1570.29443359375 1572.560546875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
350 1728912196504.9663 1728912200845.125 4340.15869140625 4343.125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
2000 1728912179855.17 1728912203443.4731 23588.30322265625 23591.47314453125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
2 1728912203509.602 1728912203533.9182 24.316162109375 28.918212890625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
350 1728912200854.8394 1728912205428.8977 4574.058349609375 4576.897705078125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
3 1728912205551.0312 1728912205636.282 85.250732421875 88.281982421875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
2 1728912205648.4937 1728912205733.2822 84.78857421875 88.2822265625 redis-benchmark-00001-deployment-847b675f9c-6gd7m
4000 1728912160163.6228 1728912206530.4875 46366.86474609375 46372.487548828125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
3 1728912206607.9038 1728912206728.5059 120.60205078125 124.505859375 redis-benchmark-00001-deployment-847b675f9c-td22z
250 1728912205852.6072 1728912208936.8096 3084.202392578125 3086.8095703125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
3 1728912209008.5586 1728912209036.6082 28.049560546875 32.608154296875 redis-benchmark-00001-deployment-847b675f9c-nclwh
2000 1728912185505.0437 1728912209132.9238 23627.880126953125 23630.923828125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
15 1728912209155.1663 1728912209430.6929 275.526611328125 278.69287109375 redis-benchmark-00001-deployment-847b675f9c-dch79
4000 1728912165807.1902 1728912212828.353 47021.162841796875 47024.35302734375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
8000 1728912111172.5786 1728912213341.817 102169.23828125 102171.81689453125 redis-benchmark-00001-deployment-847b675f9c-td22z
150 1728912212926.6333 1728912214528.6714 1602.0380859375 1606.67138671875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
4000 1728912169449.3079 1728912217330.913 47881.605224609375 47886.9130859375 redis-benchmark-00001-deployment-847b675f9c-nclwh
250 1728912214543.869 1728912217834.0083 3290.139404296875 3293.00830078125 redis-benchmark-00001-deployment-847b675f9c-chwrr
3 1728912217912.6602 1728912217935.2046 22.54443359375 27.20458984375 redis-benchmark-00001-deployment-847b675f9c-f5z6v
15 1728912217970.4773 1728912218137.4917 167.014404296875 169.49169921875 redis-benchmark-00001-deployment-847b675f9c-ldw4v
1000 1728912206751.4512 1728912218829.796 12078.3447265625 12080.7958984375 redis-benchmark-00001-deployment-847b675f9c-pj79f
40 1728912218894.6482 1728912219242.704 348.055908203125 350.7041015625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
1000 1728912209452.0317 1728912221530.1812 12078.1494140625 12081.18115234375 redis-benchmark-00001-deployment-847b675f9c-82ttn
350 1728912218234.0798 1728912222640.0273 4405.947509765625 4413.02734375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
4000 1728912175904.21 1728912223131.571 47227.361083984375 47230.571044921875 redis-benchmark-00001-deployment-847b675f9c-hqgjz
200 1728912223164.4988 1728912225440.3027 2275.803955078125 2278.302734375 redis-benchmark-00001-deployment-847b675f9c-q2q2t
500 1728912219261.1238 1728912225534.5586 6273.434814453125 6276.55859375 redis-benchmark-00001-deployment-847b675f9c-ldp9k
2000 1728912203544.5547 1728912227530.1658 23985.611083984375 23988.165771484375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
1000 1728912217568.9148 1728912228832.3706 11263.455810546875 11266.37060546875 redis-benchmark-00001-deployment-847b675f9c-c424g
5 1728912228918.5715 1728912228937.6926 19.12109375 21.692626953125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
700 1728912221558.0757 1728912230130.426 8572.350341796875 8575.426025390625 redis-benchmark-00001-deployment-847b675f9c-n7x67
5 1728912230299.9927 1728912230338.0015 38.0087890625 41.00146484375 redis-benchmark-00001-deployment-847b675f9c-td22z
2000 1728912209241.1582 1728912232928.2986 23687.140380859375 23690.298583984375 redis-benchmark-00001-deployment-847b675f9c-np498
4000 1728912185545.8691 1728912233728.35 48182.48095703125 48185.35009765625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
1000 1728912222692.6226 1728912234436.5105 11743.887939453125 11753.510498046875 redis-benchmark-00001-deployment-847b675f9c-842cx
4000 1728912186176.4834 1728912234634.4429 48457.95947265625 48460.44287109375 redis-benchmark-00001-deployment-847b675f9c-842cx
5 1728912234713.8843 1728912234739.4182 25.533935546875 28.418212890625 redis-benchmark-00001-deployment-847b675f9c-82ttn
200 1728912232975.0986 1728912235328.3752 2353.276611328125 2356.375244140625 redis-benchmark-00001-deployment-847b675f9c-nclwh
50 1728912235350.1812 1728912235929.8247 579.6435546875 582.82470703125 redis-benchmark-00001-deployment-847b675f9c-fb65p
8000 1728912141908.9268 1728912236532.4138 94623.48706054688 94626.41381835938 redis-benchmark-00001-deployment-847b675f9c-f5z6v
150 1728912236006.0164 1728912237837.284 1831.267578125 1834.283935546875 redis-benchmark-00001-deployment-847b675f9c-chwrr
25 1728912237861.385 1728912238134.3125 272.927490234375 276.3125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
700 1728912230370.5112 1728912238337.45 7966.938720703125 7969.449951171875 redis-benchmark-00001-deployment-847b675f9c-pj79f
150 1728912238199.2588 1728912240033.5618 1834.302978515625 1837.561767578125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
1000 1728912228958.6628 1728912240638.965 11680.30224609375 11682.965087890625 redis-benchmark-00001-deployment-847b675f9c-6sjwl
500 1728912234803.4814 1728912240641.9543 5838.472900390625 5843.954345703125 redis-benchmark-00001-deployment-847b675f9c-fqbkm
100 1728912240051.9346 1728912241127.613 1075.678466796875 1078.613037109375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
250 1728912238352.379 1728912241240.447 2888.068115234375 2892.447021484375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
50 1728912241276.2576 1728912241935.1208 658.86328125 662.120849609375 redis-benchmark-00001-deployment-847b675f9c-q2q2t
50 1728912242102.3638 1728912242834.6953 732.33154296875 735.6953125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
50 1728912242845.3308 1728912243429.3772 584.04638671875 586.377197265625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
250 1728912241246.8943 1728912244239.0095 2992.115234375 2995.009521484375 redis-benchmark-00001-deployment-847b675f9c-842cx
1000 1728912234500.336 1728912245838.5195 11338.18359375 11340.51953125 redis-benchmark-00001-deployment-847b675f9c-np498
4000 1728912198641.3796 1728912246143.962 47502.582275390625 47504.9619140625 redis-benchmark-00001-deployment-847b675f9c-n7x67
4000 1728912198825.7522 1728912247536.8987 48711.146484375 48713.898681640625 redis-benchmark-00001-deployment-847b675f9c-842cx
25 1728912247558.6316 1728912247834.3442 275.712646484375 278.34423828125 redis-benchmark-00001-deployment-847b675f9c-pj79f
1000 1728912236567.0625 1728912248239.7114 11672.64892578125 11675.71142578125 redis-benchmark-00001-deployment-847b675f9c-c424g
25 1728912248331.615 1728912248545.6084 213.993408203125 217.6083984375 redis-benchmark-00001-deployment-847b675f9c-dch79
350 1728912246380.9692 1728912250634.1804 4253.211181640625 4256.180419921875 redis-benchmark-00001-deployment-847b675f9c-td22z
200 1728912248589.005 1728912250843.5408 2254.535888671875 2257.540771484375 redis-benchmark-00001-deployment-847b675f9c-np498
1000 1728912240751.9744 1728912252839.7878 12087.8134765625 12090.787841796875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
250 1728912252889.3306 1728912255829.6978 2940.3671875 2944.69775390625 redis-benchmark-00001-deployment-847b675f9c-fb65p
40 1728912255851.508 1728912256244.177 392.6689453125 395.177001953125 redis-benchmark-00001-deployment-847b675f9c-chwrr
1000 1728912248073.301 1728912259434.8398 11361.538818359375 11364.83984375 redis-benchmark-00001-deployment-847b675f9c-nclwh
4000 1728912213370.7354 1728912259733.07 46362.334716796875 46365.070068359375 redis-benchmark-00001-deployment-847b675f9c-fb65p
40 1728912259463.5579 1728912260240.189 776.631103515625 779.18896484375 redis-benchmark-00001-deployment-847b675f9c-f5z6v
3 1728912260276.987 1728912260335.9937 59.006591796875 62.99365234375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
5 1728912260385.2156 1728912260439.972 54.75634765625 57.971923828125 redis-benchmark-00001-deployment-847b675f9c-p2lfw
1000 1728912250904.7495 1728912263037.7593 12133.009765625 12135.75927734375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
2000 1728912240878.876 1728912264629.0933 23750.21728515625 23753.09326171875 redis-benchmark-00001-deployment-847b675f9c-n7x67
150 1728912263057.7476 1728912265038.114 1980.366455078125 1983.114013671875 redis-benchmark-00001-deployment-847b675f9c-n7x67
150 1728912264659.1577 1728912266434.571 1775.413330078125 1778.571044921875 redis-benchmark-00001-deployment-847b675f9c-842cx
500 1728912260520.205 1728912266531.4397 6011.234619140625 6014.439697265625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
2 1728912266472.1418 1728912266533.872 61.730224609375 65.8720703125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
2 1728912266584.7048 1728912266633.71 49.005126953125 53.7099609375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
5 1728912266716.135 1728912266829.21 113.074951171875 116.2099609375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
2000 1728912243508.916 1728912267641.6323 24132.71630859375 24135.63232421875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
2000 1728912244302.3682 1728912267937.8416 23635.473388671875 23637.841552734375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
200 1728912266595.1821 1728912269033.4834 2438.30126953125 2442.4833984375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
250 1728912266891.9514 1728912270133.4705 3241.51904296875 3244.470458984375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
3 1728912270244.181 1728912270335.8044 91.62353515625 95.804443359375 redis-benchmark-00001-deployment-847b675f9c-dch79
350 1728912267947.5806 1728912272431.654 4484.073486328125 4486.654052734375 redis-benchmark-00001-deployment-847b675f9c-pj79f
15 1728912272554.7437 1728912272739.081 184.33740234375 188.0810546875 redis-benchmark-00001-deployment-847b675f9c-82ttn
50 1728912272751.1675 1728912273245.2761 494.108642578125 497.276123046875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
4000 1728912227652.4084 1728912274731.646 47079.237548828125 47081.64599609375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
3 1728912274742.8982 1728912274929.377 186.478759765625 189.376953125 redis-benchmark-00001-deployment-847b675f9c-chwrr
8000 1728912181815.2563 1728912275841.0574 94025.80102539062 94029.05737304688 redis-benchmark-00001-deployment-847b675f9c-fqbkm
250 1728912275903.4126 1728912278741.5833 2838.170654296875 2840.583251953125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
350 1728912275048.9841 1728912279036.1594 3987.17529296875 3990.159423828125 redis-benchmark-00001-deployment-847b675f9c-c424g
1000 1728912273364.2717 1728912285433.673 12069.4013671875 12072.673095703125 redis-benchmark-00001-deployment-847b675f9c-fb65p
2 1728912285504.3152 1728912285534.122 29.806884765625 33.1220703125 redis-benchmark-00001-deployment-847b675f9c-p2lfw
30 1728912285653.545 1728912286031.5154 377.970458984375 382.515380859375 redis-benchmark-00001-deployment-847b675f9c-ldp9k
50 1728912286054.4592 1728912286543.312 488.852783203125 492.31201171875 redis-benchmark-00001-deployment-847b675f9c-n7x67
1 1728912286571.0784 1728912286632.2742 61.19580078125 64.274169921875 redis-benchmark-00001-deployment-847b675f9c-842cx
40 1728912286799.5457 1728912287530.1545 730.60888671875 733.154541015625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
5 1728912287564.9526 1728912287640.9553 76.002685546875 80.955322265625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
2000 1728912265050.532 1728912288641.8425 23591.310546875 23593.842529296875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
30 1728912288878.957 1728912289229.6206 350.66357421875 353.62060546875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
200 1728912287656.6013 1728912290040.5679 2383.966552734375 2388.56787109375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
25 1728912290078.592 1728912290340.2832 261.691162109375 266.283203125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
50 1728912290508.5215 1728912291031.9797 523.458251953125 525.979736328125 redis-benchmark-00001-deployment-847b675f9c-td22z
1000 1728912278850.5686 1728912291129.7964 12279.227783203125 12281.79638671875 redis-benchmark-00001-deployment-847b675f9c-ldw4v
8000 1728912197627.4575 1728912292439.8564 94812.39892578125 94814.8564453125 redis-benchmark-00001-deployment-847b675f9c-ldp9k
250 1728912289315.4226 1728912292536.1987 3220.776123046875 3223.19873046875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
8000 1728912196579.4458 1728912292638.1855 96058.73974609375 96061.185546875 redis-benchmark-00001-deployment-847b675f9c-m2sv4
4000 1728912245855.2585 1728912293232.5217 47377.26318359375 47380.521728515625 redis-benchmark-00001-deployment-847b675f9c-6sjwl
2000 1728912269141.923 1728912293232.5984 24090.67529296875 24093.598388671875 redis-benchmark-00001-deployment-847b675f9c-nclwh
15 1728912293278.779 1728912293437.028 158.2490234375 161.028076171875 redis-benchmark-00001-deployment-847b675f9c-fb65p
15 1728912293245.8733 1728912293436.996 191.122802734375 194.99609375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
100 1728912292461.949 1728912293443.2695 981.320556640625 985.26953125 redis-benchmark-00001-deployment-847b675f9c-dch79
100 1728912292558.2363 1728912293541.0588 982.822509765625 986.058837890625 redis-benchmark-00001-deployment-847b675f9c-np498
2 1728912293780.5425 1728912293834.0796 53.537109375 57.07958984375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
200 1728912292726.2056 1728912294939.298 2213.092529296875 2218.298095703125 redis-benchmark-00001-deployment-847b675f9c-82ttn
150 1728912293457.75 1728912295239.982 1782.23193359375 1784.98193359375 redis-benchmark-00001-deployment-847b675f9c-chwrr
40 1728912295316.8113 1728912295642.5886 325.77734375 329.588623046875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
100 1728912295665.3718 1728912296730.2568 1064.885009765625 1067.2568359375 redis-benchmark-00001-deployment-847b675f9c-n7x67
150 1728912296796.1526 1728912298629.9229 1833.770263671875 1836.9228515625 redis-benchmark-00001-deployment-847b675f9c-842cx
500 1728912293863.094 1728912300137.2903 6274.1962890625 6277.290283203125 redis-benchmark-00001-deployment-847b675f9c-m2sv4
4000 1728912256320.2732 1728912303830.2578 47509.984619140625 47513.2578125 redis-benchmark-00001-deployment-847b675f9c-c424g
500 1728912298648.0857 1728912304534.6636 5886.577880859375 5889.66357421875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
100 1728912303856.8767 1728912305230.8953 1374.0185546875 1378.895263671875 redis-benchmark-00001-deployment-847b675f9c-c4l4g
1 1728912305298.0417 1728912305332.1074 34.065673828125 37.107421875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
15 1728912305349.5288 1728912305541.0527 191.52392578125 194.052734375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
1000 1728912293679.6663 1728912305643.6694 11964.003173828125 11972.66943359375 redis-benchmark-00001-deployment-847b675f9c-c424g
15 1728912305661.5352 1728912305837.7117 176.176513671875 180.711669921875 redis-benchmark-00001-deployment-847b675f9c-td22z
4000 1728912259768.9294 1728912307328.5469 47559.617431640625 47562.546875 redis-benchmark-00001-deployment-847b675f9c-ldw4v
200 1728912305729.5986 1728912308230.253 2500.654296875 2504.2529296875 redis-benchmark-00001-deployment-847b675f9c-pj79f
50 1728912308253.0015 1728912308740.2576 487.256103515625 491.257568359375 redis-benchmark-00001-deployment-847b675f9c-np498
350 1728912308980.692 1728912313335.586 4354.89404296875 4359.5859375 redis-benchmark-00001-deployment-847b675f9c-82ttn
4000 1728912267737.015 1728912314236.608 46499.593017578125 46502.60791015625 redis-benchmark-00001-deployment-847b675f9c-td22z
1 1728912314295.9558 1728912314331.9077 35.951904296875 38.90771484375 redis-benchmark-00001-deployment-847b675f9c-fb65p
700 1728912307377.4568 1728912315629.4639 8252.007080078125 8254.4638671875 redis-benchmark-00001-deployment-847b675f9c-dch79
15 1728912315715.1838 1728912315837.8845 122.70068359375 125.884521484375 redis-benchmark-00001-deployment-847b675f9c-c424g
250 1728912313366.4255 1728912316235.8784 2869.452880859375 2872.87841796875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
2000 1728912293682.876 1728912316539.6516 22856.775634765625 22859.651611328125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
25 1728912316570.741 1728912317228.6135 657.87255859375 662.613525390625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
250 1728912314348.1543 1728912317634.2893 3286.135009765625 3289.289306640625 redis-benchmark-00001-deployment-847b675f9c-chwrr
2000 1728912294960.445 1728912318140.6577 23180.212646484375 23182.65771484375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
8000 1728912225656.5024 1728912318738.5015 93081.9990234375 93085.50146484375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
8000 1728912225454.3171 1728912318932.3293 93478.01220703125 93481.32934570312 redis-benchmark-00001-deployment-847b675f9c-hqgjz
2 1728912318969.8958 1728912319033.5464 63.650634765625 66.54638671875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
50 1728912319201.2146 1728912320032.9631 831.74853515625 834.963134765625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
250 1728912318379.6804 1728912321139.018 2759.337646484375 2762.01806640625 redis-benchmark-00001-deployment-847b675f9c-n7x67
500 1728912317266.1187 1728912322939.6584 5673.539794921875 5676.658447265625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
2000 1728912300172.8916 1728912323444.0127 23271.12109375 23274.0126953125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
15 1728912323495.289 1728912323639.0264 143.7373046875 147.0263671875 redis-benchmark-00001-deployment-847b675f9c-6sjwl
4000 1728912279108.1777 1728912326433.9275 47325.749755859375 47329.927490234375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
500 1728912321168.271 1728912327535.5222 6367.251220703125 6370.522216796875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
8000 1728912233966.5923 1728912327932.823 93966.23071289062 93968.82299804688 redis-benchmark-00001-deployment-847b675f9c-dch79
1000 1728912316272.2126 1728912328137.4158 11865.203125 11868.415771484375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
1 1728912328187.7488 1728912328232.6035 44.854736328125 49.603515625 redis-benchmark-00001-deployment-847b675f9c-np498
100 1728912327574.2144 1728912328540.8855 966.671142578125 971.885498046875 redis-benchmark-00001-deployment-847b675f9c-nclwh
500 1728912323718.643 1728912329634.017 5915.3740234375 5918.01708984375 redis-benchmark-00001-deployment-847b675f9c-td22z
50 1728912329696.589 1728912330335.6772 639.088134765625 641.67724609375 redis-benchmark-00001-deployment-847b675f9c-fb65p
350 1728912326555.5251 1728912330840.1536 4284.62841796875 4289.153564453125 redis-benchmark-00001-deployment-847b675f9c-pj79f
5 1728912330862.1523 1728912330936.8735 74.72119140625 77.87353515625 redis-benchmark-00001-deployment-847b675f9c-c424g
25 1728912330963.8948 1728912331234.5837 270.68896484375 273.583740234375 redis-benchmark-00001-deployment-847b675f9c-f5z6v
350 1728912328315.1204 1728912332530.313 4215.192626953125 4220.31298828125 redis-benchmark-00001-deployment-847b675f9c-82ttn
200 1728912330444.3909 1728912332831.4978 2387.10693359375 2390.497802734375 redis-benchmark-00001-deployment-847b675f9c-chwrr
100 1728912331402.053 1728912332833.419 1431.365966796875 1434.4189453125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
25 1728912332594.5574 1728912332838.9822 244.4248046875 247.982177734375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
40 1728912332865.6748 1728912333337.651 471.97607421875 474.65087890625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
50 1728912332878.2776 1728912333436.4702 558.192626953125 561.47021484375 redis-benchmark-00001-deployment-847b675f9c-ldp9k
5 1728912333351.4863 1728912333438.0808 86.594482421875 89.080810546875 redis-benchmark-00001-deployment-847b675f9c-842cx
50 1728912332948.1697 1728912333533.5771 585.407470703125 589.5771484375 redis-benchmark-00001-deployment-847b675f9c-n7x67
15 1728912333457.8486 1728912333635.122 177.2734375 180.1220703125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
40 1728912333474.4194 1728912333841.5984 367.178955078125 370.598388671875 redis-benchmark-00001-deployment-847b675f9c-hqgjz
30 1728912333712.1558 1728912333941.474 229.318359375 233.47412109375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
40 1728912333580.3994 1728912334030.8506 450.451171875 453.8505859375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
2 1728912333967.3906 1728912334033.6855 66.294921875 69.685546875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
5 1728912334098.6355 1728912334137.522 38.886474609375 41.52197265625 redis-benchmark-00001-deployment-847b675f9c-pj79f
50 1728912334009.7168 1728912334633.5908 623.8740234375 626.5908203125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
100 1728912334051.9094 1728912335428.33 1376.420654296875 1379.330078125 redis-benchmark-00001-deployment-847b675f9c-td22z
700 1728912328019.1584 1728912335836.0889 7816.930419921875 7820.0888671875 redis-benchmark-00001-deployment-847b675f9c-dch79
40 1728912335857.5278 1728912336240.103 382.5751953125 386.10302734375 redis-benchmark-00001-deployment-847b675f9c-82ttn
700 1728912328590.5452 1728912336333.9153 7743.3701171875 7746.915283203125 redis-benchmark-00001-deployment-847b675f9c-fqbkm
100 1728912335505.1357 1728912336440.3298 935.194091796875 938.329833984375 redis-benchmark-00001-deployment-847b675f9c-np498
5 1728912336478.563 1728912336538.3228 59.759765625 62.32275390625 redis-benchmark-00001-deployment-847b675f9c-chwrr
200 1728912334643.2522 1728912336929.625 2286.372802734375 2289.625 redis-benchmark-00001-deployment-847b675f9c-dch79
4000 1728912291042.002 1728912337235.0637 46193.061767578125 46196.063720703125 redis-benchmark-00001-deployment-847b675f9c-pj79f
15 1728912337314.594 1728912337541.1514 226.557373046875 229.1513671875 redis-benchmark-00001-deployment-847b675f9c-ldw4v
350 1728912334157.738 1728912338441.3406 4283.6025390625 4288.340576171875 redis-benchmark-00001-deployment-847b675f9c-nclwh
150 1728912336566.8728 1728912338535.1045 1968.231689453125 1971.1044921875 redis-benchmark-00001-deployment-847b675f9c-c424g
